S.No,Crime,Gender,Age,Income,Job,Maritalstatus,Education,Harm,Attack,AttackMethod,Perpetrator
1696,1,1,2,1,4,0,0,5,3,0,1
1697,1,0,3,1,6,1,2,2,1,4,1
1698,1,1,2,1,4,1,0,2,3,0,1
1699,1,1,0,1,1,0,2,2,3,0,1
1700,1,1,0,0,9,0,2,6,1,4,0
1701,1,0,0,0,9,0,0,5,3,0,1
1702,1,0,2,1,1,1,3,2,1,4,0
1703,1,1,2,0,1,1,2,2,3,5,0
1704,1,1,0,0,3,1,2,2,3,0,1
1705,1,1,0,0,7,1,2,2,3,0,1
1706,1,0,2,1,4,0,0,5,1,4,1
1707,1,0,2,2,6,1,0,5,3,0,1
1708,1,0,2,1,6,1,0,6,3,0,0
1709,1,1,3,0,2,1,0,2,3,0,1
1710,1,0,2,1,1,1,3,2,3,0,1
1711,1,1,3,1,4,1,0,2,3,0,1
1712,1,0,0,0,1,0,2,5,1,4,0
1713,1,0,1,2,1,0,3,2,3,0,0
1714,1,1,0,0,9,0,2,5,1,4,1
1715,1,1,0,0,9,0,2,5,1,4,0
1716,1,1,0,0,1,1,2,5,1,4,1
1717,1,0,0,1,1,1,2,5,1,4,1
1718,1,0,0,2,7,0,0,2,3,0,1
1719,1,1,2,0,3,1,2,2,3,0,1
1720,1,1,0,1,4,1,0,5,1,4,0
1721,1,0,1,1,7,1,0,5,3,0,1
1722,1,1,0,1,6,0,0,5,1,4,0
1723,1,0,2,1,1,1,2,2,3,0,1
1724,1,0,3,2,1,1,3,2,1,4,1
1725,1,1,2,1,4,1,0,2,3,0,1
1726,1,1,0,0,9,0,2,5,1,4,0
1727,1,1,0,0,1,1,0,5,1,4,0
1728,1,0,0,0,9,0,2,6,3,5,0
1729,1,1,0,0,9,1,2,5,1,4,0
1730,1,1,1,0,3,1,2,5,3,0,0
1731,1,0,3,0,2,1,0,2,3,0,1
1732,1,1,2,1,4,1,1,2,3,0,1
1733,1,1,2,2,6,1,1,5,3,0,1
1734,1,0,2,1,1,0,3,5,1,4,0
1735,1,1,1,0,3,1,2,5,3,0,1
1736,1,0,0,0,9,0,2,5,3,0,1
1737,1,0,1,1,0,1,2,2,3,0,1
1738,1,1,0,1,6,1,0,5,3,0,1
1739,1,1,1,1,3,1,0,2,3,0,1
1740,1,0,1,1,4,0,0,2,3,0,1
1741,1,1,0,0,9,0,2,5,1,4,1
1742,1,1,1,1,0,1,0,5,1,4,1
1743,1,1,0,0,9,0,2,5,1,4,1
1744,1,0,2,1,4,1,0,5,1,4,0
1745,1,0,1,2,6,1,0,5,3,0,1
1746,1,1,0,0,9,0,2,5,1,4,1
1747,1,1,1,1,5,1,0,5,3,0,1
1748,1,1,2,0,3,1,0,2,3,0,1
1749,1,0,1,1,1,1,3,2,3,0,1
1750,1,0,1,1,1,1,3,5,3,0,1
1751,1,1,0,0,9,0,2,5,1,4,1
1752,1,1,0,1,7,0,0,5,1,4,1
1753,1,0,2,0,1,1,2,2,3,0,1
1754,1,1,0,0,9,0,2,5,1,4,0
1755,1,1,0,0,9,0,3,5,3,0,1
1756,1,1,1,2,6,0,0,6,1,4,1
1757,1,1,0,0,9,0,2,5,1,4,0
1758,1,0,2,1,0,1,0,5,1,4,0
1759,1,0,0,0,9,0,2,5,3,0,1
1760,1,1,0,0,9,0,2,5,1,4,1
1761,1,1,2,1,3,1,2,5,3,0,1
1762,1,1,1,0,3,1,0,2,3,0,1
1763,1,1,0,0,1,1,2,5,3,0,0
1764,1,1,0,0,9,0,2,5,1,4,0
1765,1,1,0,0,9,0,1,6,1,4,1
1766,1,0,1,0,1,0,3,5,3,0,1
1767,1,0,2,1,0,1,0,5,3,0,1
1768,1,0,1,1,5,1,0,2,3,0,1
1769,1,0,3,2,1,1,2,2,3,0,1
1770,1,1,1,0,9,0,2,5,1,4,1
1771,1,1,0,1,1,0,2,5,1,4,1
1772,1,0,3,2,4,1,1,5,3,0,1
1773,1,0,1,0,1,1,2,2,3,0,0
1774,1,0,2,1,1,1,2,6,3,0,1
1775,1,0,1,2,1,1,0,2,1,4,1
1776,1,1,1,0,3,1,0,2,3,0,1
1777,1,0,2,2,7,1,2,5,3,0,1
1778,1,0,2,0,1,1,3,2,3,0,1
1779,1,0,2,1,5,1,2,5,1,4,1
1780,1,1,1,0,1,1,3,5,1,4,1
1781,1,0,0,0,9,0,2,5,1,4,1
1782,1,1,1,0,3,1,2,5,1,4,1
1783,1,1,0,0,9,0,2,6,1,4,1
1784,1,1,2,0,3,0,2,2,1,4,1
1785,1,0,1,1,1,1,3,5,1,4,0
1786,1,0,0,0,6,1,0,5,3,0,1
1787,1,0,0,1,0,0,2,5,1,4,1
1788,1,1,0,0,9,0,0,2,1,4,1
1789,1,1,0,0,1,0,0,5,1,4,0
1790,1,0,3,1,4,1,0,2,1,4,1
1791,1,0,1,1,0,1,0,5,3,0,1
1792,1,0,3,1,1,1,3,2,3,0,1
1793,1,0,2,1,0,1,0,5,3,0,1
1794,1,1,0,0,3,1,2,5,3,0,1
1795,1,1,1,0,3,1,2,5,3,5,0
1796,1,1,1,0,3,1,2,2,3,0,1
1797,1,0,3,1,7,1,2,5,3,0,0
1798,1,0,3,0,2,1,2,2,3,0,1
1799,1,1,0,0,1,0,3,2,3,0,1
1800,1,1,2,0,3,1,2,2,3,0,1
1801,1,1,0,1,1,0,2,2,1,4,1
